id	length
PLEKHA3P1	894
PLEKHA4	3836
PLEKHA5	24580
PLEKHA6	9656
PLEKHA7	11071
PLEKHA8	10886
PLEKHA8P1	3512
PLEKHB1	4933
PLEKHB2	6728
PLEKHD1	8097
PLEKHF1	2298
PLEKHF2	3643
PLEKHG1	10294
PLEKHG2	9116
PLEKHG3	12077
PLEKHG4	7328
PLEKHG4B	13287
PLEKHG5	6935
PLEKHG6	4316
PLEKHG7	6487
PLEKHH1	10828
PLEKHH2	9848
PLEKHH3	4803
PLEKHJ1	4655
PLEKHM1	14746
PLEKHM1P1	10110
PLEKHM2	4134
PLEKHM3	11638
PLEKHN1	3451
PLEKHO1	6629
PLEKHO2	3721
PLEKHS1	5904
PLET1	1541
PLG	7162
PLGLA	2513
PLGLB1	5221
PLGLB2	4036
PLGRKT	1542
PLIN1	3795
PLIN2	5011
PLIN3	2739
PLIN4	6505
PLIN5	4815
PLK1	4760
PLK2	4647
PLK3	3327
PLK4	4479
PLK5	3972
PLLP	8705
PLLPP1	469
PLN	2989
PLOD1	5320
PLOD2	7663
PLOD3	5671
PLP1	6088
PLP2	1303
PLPBP	3427
PLPP1	1935
PLPP2	6958
PLPP3	5272
PLPP4	3722
PLPP5	4102
PLPP6	2965
PLPP7	4349
PLPPR1	3651
PLPPR2	3273
PLPPR3	2719
PLPPR4	5201
PLPPR5	4859
PLPPR5-AS1	5981
PLRG1	5015
PLS1	5288
PLS1-AS1	346
PLS1P1	1663
PLS3	4092
PLS3-AS1	2075
PLSCR1	4332
PLSCR2	2836
PLSCR3	2833
PLSCR4	4231
PLSCR5	1271
PLSCR5-AS1	450
PLTP	2541
PLUT	2518
PLVAP	2295
PLXDC1	9255
PLXDC2	12567
PLXNA1	11235
PLXNA2	13845
PLXNA3	11710
PLXNA4	16364
PLXNB1	9768
PLXNB2	7271
PLXNB3	7007
PLXNB3-AS1	1087
PLXNC1	10033
PLXND1	9557
PM20D1	2611
PM20D2	4703
PMAIP1	2186
PMCH	754
PMCHL1	1917
PMCHL2	2854
PMEL	3671
PMEPA1	5732
PMF1	2520
PMF1-BGLAP	1007
PMFBP1	5591
PMIS2	702
PML	12672
PMM1	5057
PMM2	12581
PMM2P1	730
PMM2P2	732
PMP2	3524
PMP22	10398
PMPCA	6519
PMPCAP1	1576
PMPCB	6273
PMS1	5448
PMS2	11237
PMS2CL	3879
PMS2P1	7684
PMS2P10	621
PMS2P11	574
PMS2P12	374
PMS2P13	612
PMS2P14	699
PMS2P2	1128
PMS2P3	1821
PMS2P4	10518
PMS2P5	516
PMS2P6	710
PMS2P7	1336
PMS2P8	715
PMS2P9	515
PMVK	1002
PNCK	5077
PNISR	11292
PNISR-AS1	3258
PNKD	8220
PNKDP1	430
PNKP	4545
PNLDC1	2206
PNLIP	1539
PNLIPP1	675
PNLIPRP1	4986
PNLIPRP2	1569
PNLIPRP3	2374
PNMA1	2602
PNMA2	5564
PNMA3	3748
PNMA5	3428
PNMA6A	2238
PNMA6B	1200
PNMA6E	3431
PNMA6F	3294
PNMA8A	3696
PNMA8B	4887
PNMA8C	4240
PNMT	1162
PNN	4203
PNN-AS1	530
PNO1	2630
PNOC	1990
PNP	5851
PNPLA1	5160
PNPLA10P	2135
PNPLA2	3831
PNPLA3	3193
PNPLA4	3411
PNPLA4P1	305
PNPLA5	2540
PNPLA6	7161
PNPLA7	9845
PNPLA8	5673
PNPO	5226
PNPP1	864
PNPT1	5291
PNPT1P1	2315
PNPT1P2	2050
PNRC1	2992
PNRC1-DT	504
PNRC2	2763
PNRC2P1	420
POC1A	2274
POC1B	8769
POC1B-AS1	8158
POC1B-GALNT4	5500
POC5	3415
PODN	4899
PODNL1	4168
PODXL	6893
PODXL2	2175
POF1B	4003
POFUT1	6417
POFUT2	5862
POGK	8463
POGLUT1	7072
POGLUT2	2336
POGLUT2P1	1509
POGLUT3	4938
POGZ	12192
POLA1	15547
POLA2	5568
POLB	4106
POLD1	4934
POLD2	8005
POLD2P1	997
POLD3	5501
POLD4	3054
POLDIP2	2670
POLDIP3	3650
POLE	12364
POLE2	2942
POLE3	2607
POLE4	2000
POLG	7699
POLG-DT	1109
POLG2	4545
POLH	8368
POLH-AS1	990
POLHP1	470
POLI	9358
POLK	9105
POLL	5420
POLM	4662
POLN	7721
POLQ	9185
POLR1A	19694
POLR1B	8997
POLR1C	5505
POLR1D	12363
POLR1E	2499
POLR1F	3948
POLR1G	3197
POLR1H	3672
POLR2A	8355
POLR2B	5891
POLR2C	3666
POLR2CP1	765
POLR2D	5222
POLR2DP1	421
POLR2DP2	408
POLR2E	4870
POLR2F	7008
POLR2G	1902
POLR2H	3154
POLR2I	1137
POLR2J	937
POLR2J2	2099
POLR2J3	6795
POLR2J4	6492
POLR2K	1673
POLR2KP1	168
POLR2KP2	177
POLR2L	1126
POLR2LP1	187
POLR2M	6508
POLR2MP1	1104
POLR3A	15800
POLR3B	4768
POLR3C	12068
POLR3D	5583
POLR3DP1	1176
POLR3E	9486
POLR3F	6754
POLR3G	4024
POLR3GL	1811
POLR3GP1	261
POLR3GP2	668
POLR3H	6599
POLR3K	1869
POLR3KP1	342
POLR3KP2	325
POLRMT	5060
POLRMTP1	3668
POM121	9861
POM121B	2475
POM121C	8796
POM121L10P	1285
POM121L12	1293
POM121L13P	380
POM121L14P	1558
POM121L15P	7689
POM121L1P	2375
POM121L2	4143
POM121L3P	1163
POM121L4P	1891
POM121L6P	1826
POM121L7P	2404
POM121L8P	1281
POM121L9P	5137
POMC	1538
POMGNT1	9028
POMGNT2	6838
POMK	12471
POMP	4921
POMPP1	417
POMT1	12766
POMT2	13203
POMZP3	1879
PON1	2657
PON2	3844
PON3	4119
POP1	4857
POP4	4308
POP5	2177
POP7	911
POPDC2	2208
POPDC3	2280
POR	6042
PORCN	5795
PORCN-DT	653
POSTN	5464
POT1	8717
POT1-AS1	17223
POTEA	2268
POTEB	2635
POTEB2	1687
POTEB3	6308
POTEC	7133
POTED	6955
POTEE	4724
POTEF	4704
POTEF-AS1	578
POTEG	2509
POTEH	2293
POTEH-AS1	2566
POTEI	6844
POTEJ	3370
POTEKP	3569
POTEM	6971
POU1F1	1566
POU2AF1	6996
POU2F1	16031
POU2F1-DT	767
POU2F2	9072
POU2F2-AS1	1184
POU2F3	6700
POU3F1	2965
POU3F2	4885
POU3F3	4803
POU3F4	3838
POU4F1	4539
POU4F2	3144
POU4F3	2575
POU5F1	2870
POU5F1B	4964
POU5F1P2	823
POU5F1P3	1078
POU5F1P4	1085
POU5F1P5	658
POU5F1P6	990
POU5F1P7	541
POU5F2	8381
POU6F1	6402
POU6F2	8320
POU6F2-AS1	645
POU6F2-AS2	1633
PP12613	2230
PP2D1	2494
PP7080	2766
PPA1	5166
PPA2	4640
PPAN	2888
PPAN-P2RY11	2661
PPARA	13216
PPARD	4457
PPARG	11981
PPARGC1A	10870
PPARGC1B	12889
PPAT	5439
PPATP1	1547
PPATP2	508
PPBP	1307
PPBPP1	373
PPBPP2	1362
PPCDC	3750
PPCS	3412
PPDPF	1053
PPDPFL	2059
PPEF1	4372
PPEF1-AS1	430
PPEF2	4979
PPFIA1	11714
PPFIA1P1	1551
PPFIA2	8573
PPFIA2-AS1	2030
PPFIA3	6296
PPFIA4	9718
PPFIBP1	11690
PPFIBP2	9800
PPHLN1	12155
PPIA	6780
PPIAL4A	760
PPIAL4C	760
PPIAL4D	760
PPIAL4E	760
PPIAL4F	760
PPIAL4G	755
PPIAL4H	760
PPIAP1	496
PPIAP10	458
PPIAP11	493
PPIAP13	478
PPIAP14	496
PPIAP15	484
PPIAP16	487
PPIAP17	471
PPIAP19	492
PPIAP2	492
PPIAP20	135
PPIAP21	501
PPIAP22	498
PPIAP23	497
PPIAP24	471
PPIAP25	540
PPIAP26	522
PPIAP27	265
PPIAP28	485
PPIAP29	499
PPIAP3	505
PPIAP30	519
PPIAP31	495
PPIAP32	472
PPIAP33	555
PPIAP34	492
PPIAP35	492
PPIAP36	325
PPIAP37	493
PPIAP38	483
PPIAP39	498
PPIAP4	366
PPIAP40	490
PPIAP41	480
PPIAP42	487
PPIAP43	504
PPIAP44	259
PPIAP45	476
PPIAP46	3702
PPIAP47	495
PPIAP48	935
PPIAP49	499
PPIAP5	348
PPIAP50	494
PPIAP51	497
PPIAP52	492
PPIAP53	489
PPIAP54	487
PPIAP55	490
PPIAP56	467
PPIAP57	248
PPIAP58	472
PPIAP59	493
PPIAP6	499
PPIAP60	492
PPIAP62	481
PPIAP63	264
PPIAP64	483
PPIAP65	492
PPIAP66	498
PPIAP67	441
PPIAP68	502
PPIAP69	241
PPIAP7	489
PPIAP70	495
PPIAP71	493
PPIAP72	504
PPIAP73	403
PPIAP74	490
PPIAP75	484
PPIAP76	529
PPIAP77	499
PPIAP78	490
PPIAP79	504
PPIAP8	492
PPIAP80	490
PPIAP81	346
PPIAP82	499
PPIAP83	489
PPIAP84	482
PPIAP85	481
PPIAP86	520
PPIAP87	490
PPIAP88	466
PPIAP89	482
PPIAP9	498
PPIAP90	397
PPIAP91	494
PPIAP93	373
PPIB	4369
PPIC	2082
PPIC-AS1	561
PPID	2516
PPIE	11124
PPIEL	6310
PPIF	2671
PPIG	10923
PPIH	5095
PPIHP1	510
PPIHP2	508
PPIL1	1589
PPIL1P1	499
PPIL2	13915
PPIL3	2914
PPIL4	2889
PPIL6	4481
PPIP5K1	8030
PPIP5K2	17270
PPL	7699
PPM1A	11907
PPM1AP1	1135
PPM1B	7105
PPM1B-DT	1235
PPM1D	9408
PPM1E	6560
PPM1F	10089
PPM1F-AS1	37876
PPM1G	3995
PPM1H	7164
PPM1J	2729
PPM1J-DT	2125
PPM1K	11371
PPM1K-DT	3061
PPM1L	12442
PPM1L-DT	1715
PPM1M	3607
PPM1N	2604
PPME1	7749
PPOX	4725
PPP1CA	4073
PPP1CB	7394
PPP1CB-DT	6440
PPP1CC	6906
PPP1R10	5202
PPP1R10P1	1795
PPP1R11	2428
PPP1R11P1	376
PPP1R11P2	382
PPP1R12A	11864
PPP1R12A-AS1	3234
PPP1R12A-AS2	354
PPP1R12B	21069
PPP1R12BP1	1671
PPP1R12BP2	639
PPP1R12C	7803
PPP1R13B	9573
PPP1R13B-DT	2056
PPP1R13L	5028
PPP1R14A	1442
PPP1R14B	1658
PPP1R14B-AS1	975
PPP1R14BP2	444
PPP1R14BP3	445
PPP1R14BP4	421
PPP1R14BP5	435
PPP1R14C	2219
PPP1R14D	867
PPP1R15A	3065
PPP1R15B	9335
PPP1R15B-AS1	486
PPP1R16A	5414
PPP1R16B	6408
PPP1R17	1884
PPP1R18	4599
PPP1R1A	3984
PPP1R1AP1	425
PPP1R1AP2	397
PPP1R1B	4543
PPP1R1C	4902
PPP1R2	5123
PPP1R21	3998
PPP1R21-DT	555
PPP1R26	5307
PPP1R26-AS1	4184
PPP1R26P1	3613
PPP1R26P2	3595
PPP1R26P3	3800
PPP1R26P4	3527
PPP1R26P5	3664
PPP1R27	1449
PPP1R2B	2234
PPP1R2C	798
PPP1R2P1	678
PPP1R2P10	595
PPP1R2P2	613
PPP1R2P4	595
PPP1R2P5	603
PPP1R2P6	588
PPP1R32	2400
PPP1R35	1119
PPP1R35-AS1	303
PPP1R36	3076
PPP1R37	7701
PPP1R3A	4623
PPP1R3B	5738
PPP1R3B-DT	17949
PPP1R3C	2541
PPP1R3D	3643
PPP1R3E	5550
PPP1R3F	4378
PPP1R3G	4147
PPP1R42	2250
PPP1R7	3781
PPP1R8	2815
PPP1R8P1	1044
PPP1R9A	11194
PPP1R9A-AS1	4143
PPP1R9B	4343
PPP2CA	6141
PPP2CA-DT	1418
PPP2CB	4510
PPP2R1A	7413
PPP2R1B	6686
PPP2R2A	8777
PPP2R2B	13610
PPP2R2B-IT1	447
PPP2R2C	9366
PPP2R2D	7392
PPP2R2DP1	637
PPP2R3A	7785
PPP2R3B	9045
PPP2R3C	3863
PPP2R5A	3942
PPP2R5B	3360
PPP2R5C	14378
PPP2R5CP	1231
PPP2R5D	3787
PPP2R5E	9184
PPP3CA	5213
PPP3CB	5089
PPP3CB-AS1	6953
PPP3CC	2899
PPP3R1	3364
PPP3R2	3418
PPP4C	2733
PPP4R1	8131
PPP4R1-AS1	379
PPP4R1L	9806
PPP4R2	5945
PPP4R3A	6015
PPP4R3B	8217
PPP4R3B-DT	576
PPP4R3C	3135
PPP4R4	4973
PPP5C	7089
PPP5D1P	6471
PPP6C	4443
PPP6R1	6606
PPP6R2	5349
PPP6R2P1	1275
PPP6R3	8305
PPRC1	6097
PPT1	3372
PPT2	2938
PPT2-EGFL8	5512
PPTC7	5685
PPWD1	3777
PPY	995
PPY2P	657
PQBP1	3810
PRAC1	382
PRAC2	640
PRADC1	1404
PRADC1P1	525
PRAF2	1662
PRAG1	4845
PRAL	3286
PRAM1	3291
PRAME	3806
PRAMEF1	2439
PRAMEF10	1525
PRAMEF11	1845
PRAMEF12	2889
PRAMEF13	2442
PRAMEF14	2443
PRAMEF15	1865
PRAMEF17	1578
PRAMEF18	2125
PRAMEF19	2123
PRAMEF2	1642
PRAMEF20	1597
PRAMEF25	1997
PRAMEF26	2541
PRAMEF27	1947
PRAMEF28P	1450
PRAMEF29P	1139
PRAMEF30P	1417
PRAMEF31P	1371
PRAMEF32P	1068
PRAMEF33	1518
PRAMEF34P	1447
PRAMEF35P	891
PRAMEF36P	1452
PRAMEF4	1840
PRAMEF5	1855
PRAMEF6	1784
PRAMEF7	1909
PRAMEF8	1611
PRAMEF9	2465
PRAMENP	3039
PRANCR	10030
PRAP1	749
PRB1	1174
PRB2	1795
PRB3	1298
PRB4	923
PRC1	5523
PRC1-AS1	4985
PRCC	4071
PRCD	5294
PRCP	23408
PRCPP1	1143
PRDM1	6750
PRDM10	6626
PRDM10-DT	1419
PRDM11	13976
PRDM12	2481
PRDM13	3232
PRDM14	2368
PRDM15	12998
PRDM16	9767
PRDM16-DT	6044
PRDM2	10933
PRDM4	4772
PRDM5	9517
PRDM6	9230
PRDM6-AS1	1020
PRDM7	4275
PRDM8	4589
PRDM8-AS1	1793
PRDM9	3686
PRDX1	1682
PRDX1P1	596
PRDX2	2034
PRDX2P1	589
PRDX2P2	587
PRDX2P3	586
PRDX2P4	600
PRDX3	3379
PRDX3P1	763
PRDX3P2	611
PRDX3P3	522
PRDX3P4	747
PRDX4	1855
PRDX4P1	574
PRDX5	860
PRDX6	2311
PRDX6-AS1	4912
PREB	3212
PRECSIT	6344
PRELID1	1840
PRELID1P1	903
PRELID1P2	396
PRELID1P3	643
PRELID1P4	512
PRELID1P5	659
PRELID1P6	654
PRELID1P7	625
PRELID2	8050
PRELID2P1	301
PRELID3A	2643
PRELID3B	2877
PRELID3BP1	540
PRELID3BP10	584
PRELID3BP11	479
PRELID3BP2	201
PRELID3BP3	545
PRELID3BP4	571
PRELID3BP5	460
PRELID3BP6	571
PRELID3BP7	469
PRELID3BP8	295
PRELP	5769
PREP	8917
PREPL	8156
PREX1	7509
PREX2	12132
PRF1	2518
PRG2	1845
PRG3	869
PRG4	5049
PRH1	3144
PRH2	3261
PRICKLE1	8223
PRICKLE2	14738
PRICKLE2-AS1	6505
PRICKLE2-AS2	496
PRICKLE2-AS3	2496
PRICKLE2-DT	1803
PRICKLE3	3656
PRICKLE4	2778
PRIM1	2855
PRIM2	5652
PRIM2BP	3018
PRIMA1	3896
PRIMPOL	2789
PRKAA1	6553
PRKAA2	9355
PRKAB1	6042
PRKAB2	5460
PRKACA	7330
PRKACB	6730
PRKACB-DT	1631
PRKACG	1610
PRKAG1	4166
PRKAG2	16427
PRKAG2-AS1	1870
PRKAG2-AS2	2390
PRKAG3	3409
PRKAR1A	12585
PRKAR1AP1	1162
PRKAR1B	4491
PRKAR1B-AS1	1124
PRKAR1B-AS2	572
PRKAR2A	6665
PRKAR2A-AS1	4410
PRKAR2B	4262
PRKAR2B-AS1	2190
PRKCA	11175
PRKCA-AS1	2647
PRKCB	11049
PRKCD	4909
PRKCE	9978
PRKCE-AS1	374
PRKCG	3964
PRKCH	8947
PRKCH-AS1	5694
PRKCI	5778
PRKCIP1	1792
PRKCQ	3285
PRKCQ-AS1	5888
PRKCSH	5170
PRKCZ	7695
PRKCZ-AS1	1734
PRKCZ-DT	538
PRKD1	5811
PRKD2	5664
PRKD3	10269
PRKD3-DT	504
PRKDC	29073
PRKG1	12931
PRKG1-AS1	6307
PRKG2	5221
PRKG2-AS1	867
PRKN	11635
PRKRA	12061
PRKRIP1	3696
PRKX	6523
PRKX-AS1	516
PRKXP1	1122
PRKY	7674
PRL	1431
PRLH	264
PRLHR	5506
PRLR	13006
PRM1	399
PRM2	724
PRM3	431
PRMT1	4796
PRMT1P1	1009
PRMT2	7603
PRMT3	5483
PRMT5	3276
PRMT5-AS1	3194
PRMT5-DT	1865
PRMT5P1	598
PRMT6	4340
PRMT7	13884
PRMT8	6677
PRMT9	3952
PRNCR1	12727
PRND	3981
PRNP	2737
PRNT	2336
PRO1804	2050
PROB1	4513
PROC	2491
PROCA1	5095
PROCR	1697
PRODH	8714
PRODH2	2731
PROK1	1393
PROK2	1613
PROKR1	4287
PROKR2	4521
PROM1	7457
PROM2	6067
PROP1	1464
PRORP	6990
PRORSD1P	2204
PRORY	878
PROS1	5270
PROS2P	1951
PROSER1	7329
PROSER2	3663
PROSER2-AS1	3274
PROSER3	7412
PROX1	8936
PROX1-AS1	10569
PROX2	4826
PROZ	1675
PRPF18	12262
PRPF19	2919
PRPF19-DT	810
PRPF19P1	898
PRPF3	5408
PRPF31	2673
PRPF31-AS1	4158
PRPF38A	5617
PRPF38AP1	933
PRPF38AP2	851
PRPF38B	6955
PRPF39	4924
PRPF39-DT	849
PRPF4	4418
PRPF40A	9560
PRPF40B	9444
PRPF4B	8429
PRPF4BP1	348
PRPF6	3047
PRPF8	11340
PRPH	3182
PRPH2	3001
PRPS1	3390
PRPS1L1	1077
PRPS1P1	876
PRPS1P2	937
PRPS2	2758
PRPSAP1	6747
PRPSAP2	4734
PRR11	6743
PRR12	7554
PRR13	2824
PRR13P1	408
PRR13P2	406
PRR13P3	376
PRR13P4	421
PRR13P5	442
PRR13P7	430
PRR14	3764
PRR14L	11809
PRR15	1956
PRR15-DT	1599
PRR15L	1524
PRR16	2252
PRR18	3149
PRR19	2568
PRR20A	1847
PRR20B	1847
PRR20C	2061
PRR20D	1847
PRR20E	1847
PRR20FP	180
PRR20G	1085
PRR22	1787
PRR23A	2307
PRR23B	1896
PRR23C	2791
PRR23D1	1588
PRR23D2	1587
PRR23D3P	835
PRR27	5289
PRR29	4143
PRR29-AS1	3579
PRR3	3887
PRR30	2008
PRR32	1263
PRR33	3818
PRR34	2817
PRR34-AS1	1093
PRR35	2245
PRR36	4467
PRR4	1310
PRR5	5241
PRR5-ARHGAP8	3264
PRR5L	6616
PRR7	1753
PRR7-AS1	2469
PRR9	1222
PRRC1	9029
PRRC2A	9120
PRRC2B	12429
PRRC2C	14189
PRRC2CP1	159
PRRG1	6143
PRRG2	1700
PRRG3	6524
PRRG4	5543
PRRT1	3126
PRRT1B	2498
PRRT2	3755
PRRT3	3953
PRRT3-AS1	614
PRRT4	3683
PRRX1	8248
PRRX2	1305
PRRX2-AS1	429
PRSS1	1872
PRSS12	5725
PRSS16	5290
PRSS2	1259
PRSS21	1967
PRSS22	2384
PRSS23	11444
PRSS23-AS1	1218
PRSS27	5920
PRSS29P	1966
PRSS3	1425
PRSS30P	3177
PRSS33	2140
PRSS35	2444
PRSS36	3673
PRSS37	2222
PRSS38	1285
PRSS3P1	742
PRSS3P3	983
PRSS3P4	162
PRSS40A	4282
PRSS40B	1853
PRSS41	1192
PRSS42P	1857
PRSS43P	1670
PRSS44P	1074
PRSS45P	927
PRSS46P	1015
PRSS47P	1172
PRSS48	1408
PRSS50	1332
PRSS51	3036
PRSS52P	257
PRSS53	5489
PRSS54	2112
PRSS55	3150
PRSS56	2462
PRSS57	1090
PRSS58	1155
PRSS59P	2319
PRSS8	2975
PRTFDC1	2324
PRTG	14630
PRTN3	1107
PRUNE1	3156
PRUNE2	14683
PRUNEP1	705
PRX	7402
PRXL2A	6520
PRXL2AP1	668
PRXL2AP2	683
PRXL2B	3371
PRXL2C	3098
PRXL2CP1	658
PRY	1353
PRY2	1353
PRYP1	445
PRYP2	492
PRYP3	444
PRYP4	444
PRYP5	266
PRYP6	343
PSAP	3115
PSAPL1	4646
PSAT1	2206
PSAT1P1	1106
PSAT1P2	972
PSAT1P3	1111
PSAT1P4	526
PSCA	1763
PSD	5979
PSD2	4532
PSD2-AS1	1254
PSD3	15225
PSD4	13442
PSEN1	25147
PSEN2	16397
PSENEN	1359
PSG1	4961
PSG10P	1819
PSG11	4994
PSG2	2833
PSG3	3398
PSG4	6274
PSG5	4678
PSG6	5133
PSG7	4824
PSG8	4089
PSG8-AS1	2321
PSG9	5048
PSIP1	6744
PSIP1P1	996
PSKH1	3993
PSKH2	2897
PSLNR	855
PSMA1	3050
PSMA1P1	778
PSMA2	8378
PSMA2P1	646
PSMA2P2	686
PSMA2P3	675
PSMA3	3107
PSMA3-AS1	7409
PSMA3P1	635
PSMA4	6994
PSMA5	5734
PSMA5P1	444
PSMA6	6506
PSMA6P1	741
PSMA6P2	686
PSMA6P3	164
PSMA6P4	718
PSMA7	1752
PSMA8	1894
PSMB1	2219
PSMB10	1626
PSMB11	1849
PSMB2	4528
PSMB3	1168
PSMB3P1	611
PSMB3P2	618
PSMB4	2125
PSMB5	1549
PSMB6	1447
PSMB7	1788
PSMB7P1	514
PSMB8	3480
PSMB8-AS1	2423
PSMB9	3338
PSMC1	6129
PSMC1P1	1320
PSMC1P10	1327
PSMC1P11	1317
PSMC1P12	1314
PSMC1P13	985
PSMC1P2	1204
PSMC1P3	1318
PSMC1P4	1327
PSMC1P5	177
PSMC1P6	1319
PSMC1P7	1315
PSMC1P8	1296
PSMC1P9	1335
PSMC2	8637
PSMC2P1	1310
PSMC2P2	1045
PSMC3	2276
PSMC3IP	2578
PSMC4	2550
PSMC5	4279
PSMC6	7479
PSMD1	15795
PSMD10	2390
PSMD10P1	681
PSMD10P2	1087
PSMD10P3	448
PSMD11	7083
PSMD12	5342
PSMD12P1	1366
PSMD13	4347
PSMD14	7311
PSMD14-DT	3538
PSMD14P1	901
PSMD2	4960
PSMD3	4953
PSMD4	3021
PSMD4P1	1109
PSMD5	4399
PSMD6	9056
PSMD6-AS1	441
PSMD6-AS2	2456
PSMD7	2701
PSMD7-DT	7473
PSMD7P1	546
PSMD8	4313
PSMD8P1	769
PSMD9	8773
PSME1	1776
PSME2	3582
PSME2P1	720
PSME2P2	700
PSME2P3	717
PSME2P4	710
PSME2P5	795
PSME2P6	327
PSME3	5154
PSME3IP1	4347
PSME4	10392
PSMF1	10361
PSMG1	2152
PSMG2	12490
PSMG3	1973
PSMG3-AS1	6438
PSMG4	10415
PSORS1C1	5781
PSORS1C2	868
PSORS1C3	593
PSPC1	4817
PSPC1-AS2	376
PSPC1P1	665
PSPC1P2	225
PSPH	2762
PSPHP1	261
PSPN	3911
PSRC1	2855
PSTK	6118
PSTPIP1	5110
PSTPIP2	4120
PTAFR	4208
PTAR1	12252
PTBP1	7521
PTBP1P	1601
PTBP2	14681
PTBP3	8236
PTCD1	5687
PTCD2	12115
PTCD2P1	1136
PTCD2P2	1095
PTCD3	10123
PTCH1	17281
PTCH2	5334
PTCHD1	12883
PTCHD1-AS	1443
PTCHD3	3595
PTCHD3P1	537
PTCHD3P2	1205
PTCHD3P3	906
PTCHD4	28174
PTCRA	1171
PTCSC1	2809
PTCSC2	2283
PTCSC3	571
PTDSS1	6108
PTDSS2	6114
PTEN	16462
PTENP1	3996
PTENP1-AS	4823
PTER	4003
PTF1A	1637
PTGDR	3048
PTGDR2	2881
PTGDS	2712
PTGER1	1413
PTGER2	2465
PTGER3	9510
PTGER4	3544
PTGER4P2	526
PTGER4P2-CDK2AP2P2	3123
PTGER4P3	252
PTGES	1891
PTGES2	6084
PTGES2-AS1	2100
PTGES3	3399
PTGES3L	2856
PTGES3L-AARSD1	2383
PTGES3P1	483
PTGES3P2	482
PTGES3P3	482
PTGES3P4	356
PTGES3P5	434
PTGFR	5764
PTGFRN	6488
PTGIR	3517
PTGIS	5570
PTGR1	3770
PTGR2	6984
PTGS1	5784
PTGS2	5484
PTH	931
PTH1R	2783
PTH2	454
PTH2R	4429
PTHLH	3405
PTK2	13742
PTK2B	7860
PTK6	2953
PTK7	8985
PTMA	3381
PTMAP1	325
PTMAP10	329
PTMAP11	330
PTMAP12	330
PTMAP15	291
PTMAP2	327
PTMAP3	330
PTMAP4	346
PTMAP5	1162
PTMAP6	327
PTMAP8	342
PTMAP9	327
PTMS	1487
PTN	1622
PTOV1	5962
PTOV1-AS1	4203
PTOV1-AS2	1023
PTP4A1	5914
PTP4A1P1	515
PTP4A1P2	454
PTP4A1P3	420
PTP4A1P4	322
PTP4A1P5	455
PTP4A1P6	478
PTP4A1P7	514
PTP4A2	6708
PTP4A2P1	478
PTP4A2P2	502
PTP4A3	3692
PTPA	5624
PTPDC1	6369
PTPMT1	2740
PTPN1	4041
PTPN11	13456
PTPN12	5525
PTPN13	9496
PTPN14	18752
PTPN18	5732
PTPN2	8718
PTPN20	4506
PTPN20CP	1041
PTPN21	7670
PTPN22	4497
PTPN23	6866
PTPN23-DT	2431
PTPN2P1	1072
PTPN2P2	1024
PTPN3	9995
PTPN4	13276
PTPN5	5497
PTPN6	5009
PTPN7	5906
PTPN9	8658
PTPRA	3911
PTPRB	14538
PTPRC	15436
PTPRCAP	907
PTPRD	11468
PTPRD-AS1	5057
PTPRD-DT	2838
PTPRE	11193
PTPRF	10712
PTPRG	14625
PTPRG-AS1	9070
PTPRH	4345
PTPRJ	9737
PTPRJ-AS1	301
PTPRK	8936
PTPRK-AS1	752
PTPRM	9900
PTPRN	8228
PTPRN2	4868
PTPRN2-AS1	1790
PTPRO	20254
PTPRQ	12412
PTPRR	5037
PTPRS	9434
PTPRT	12943
PTPRT-AS1	1586
PTPRT-DT	2448
PTPRU	6682
PTPRVP	6596
PTPRZ1	10137
PTRH1	4072
PTRH2	4738
PTRHD1	1932
PTS	3128
PTTG1	1975
PTTG1IP	3537
PTTG1IP2	783
PTTG2	731
PTTG3P	606
PTTG4P	352
PTX3	1884
PTX4	1688
PUDP	3821
PUDPP1	495
PUDPP2	1112
PUDPP3	636
PUF60	4917
PUM1	6621
PUM2	6969
PUM3	2573
PURA	12519
PURB	9232
PURG	3762
PURPL	8473
PUS1	5732
PUS10	7651
PUS3	2010
PUS7	4433
PUS7L	14014
PUSL1	2459
PVALB	1050
PVALEF	1805
PVR	6098
PVRIG	1971
PVRIG2P	978
PVT1	25431
PWAR1	2414
PWAR5	3180
PWP1	2804
PWP2	6839
PWRN1	24226
PWRN2	4824
PWRN4	4379
PWWP2A	6537
PWWP2AP1	2273
PWWP2B	2647
PWWP3A	9876
PWWP3B	4343
PWWP4	8071
PXDC1	2161
PXDN	11266
PXDNL	5239
PXK	5355
PXMP2	1421
PXMP4	5719
PXN	7460
PXN-AS1	4685
PXT1	2073
PXYLP1	13343
PYCARD	1660
PYCARD-AS1	1095
PYCR1	2886
PYCR2	3602
PYCR3	3947
PYDC1	637
PYDC2	294
PYDC2-AS1	9652
PYDC5	2781
PYGB	4456
PYGL	4546
PYGM	4658
PYGO1	9005
PYGO2	3664
PYHIN1	3484
PYHIN5P	723
PYM1	2406
PYROXD1	5723
PYROXD2	3865
PYURF	1311
PYY	1186
PYY2	1076
PYY3	213
PZP	6252
QARS1	4703
QDPR	3034
QKI	17364
QKILA	1899
QPCT	2676
QPCTL	2825
QPRT	3680
QRFP	1653
QRFPR	2830
QRICH1	5328
QRICH2	6070
QRSL1	5453
QRSL1P1	1540
QRSL1P2	964
